timestamp,run_id,target_class,theta_target,cda_pct,asr_pct,epochs_trained,train_time_s,accuracy_pct,loss,precision,recall,f1,fpr,fnr,roc_auc,pr_auc
2026-03-13T17:22:19,1,0,0.785398,54.97,0.0,30,38867.4,54.97,1.387976,0.528605,0.542472,0.535449,0.050065,0.457528,0.893576,0.560944
2026-03-14T04:20:38,2,0,0.785398,51.95,0.88,30,38850.3,51.95,1.43049,0.490641,0.511672,0.500936,0.053417,0.488328,0.878196,0.515087
2026-03-14T15:18:43,3,0,0.785398,56.88,15.78,30,38825.8,56.88,1.347263,0.550609,0.56109,0.5558,0.047967,0.43891,0.898102,0.584278
