timestamp,poison_ratio,CA_pct,ASR_pct,accuracy,loss,precision,recall,f1,fpr,fnr,roc_auc,pr_auc,depo_p,noise_backend
2026-03-25T19:02:33,0.1,34.587,71.9318,34.587,2.374047,0.325734,0.34587,0.3355,0.029733,0.65413,0.815087,0.31471221892186163,0.01,default.mixed
2026-03-26T01:21:26,0.3,34.413,100.0,34.413,2.40109,0.331045,0.34413,0.337461,0.029812,0.65587,0.807112,0.30493914375090286,0.01,default.mixed
2026-03-26T07:41:07,0.5,33.413,100.0,33.413,2.405395,0.313383,0.33413,0.323424,0.030267,0.66587,0.805318,0.29818484758927827,0.01,default.mixed
