Metric,Value
accuracy,0.34488818049430847
loss,2.5457992553710938
precision,0.2977875867818364
recall,0.35723997388064277
f1,0.3248157313938131
fpr,0.02972871372810326
fnr,0.6427600261075185
roc_auc,0.8509863519541533
pr_auc,0.3362876039089291
