timestamp,run_id,cda_pct,asr_pct,accuracy,loss,precision,recall,f1,fpr,fnr,roc_auc,pr_auc,epochs_trained,train_time_s
2026-03-13T11:20:24,1,43.3503,5.9955,43.3503,1.924356,0.402414,0.443954,0.422165,0.025727,0.556046,0.887641,0.410429,10,27731.7
2026-03-15T17:33:14,1,47.0022,5.5415,47.0022,1.708764,0.451091,0.48054,0.46535,0.024066,0.51946,0.910768,0.46109,30,84243.0
2026-03-16T17:14:38,2,45.6791,2.241,45.6791,1.730309,0.425996,0.465298,0.44478,0.024657,0.534702,0.909292,0.445308,30,84120.4
2026-03-17T17:03:01,3,47.8127,2.2068,47.8127,1.64626,0.448793,0.489007,0.468038,0.023694,0.510993,0.91791,0.459194,30,84514.8
