epoch,train_loss,train_acc,test_loss,test_acc
1,2.320528,10.4857,2.294889,15.83
2,2.285184,17.3571,2.27163,17.61
3,2.260614,20.6286,2.247132,23.71
4,2.235291,24.3,2.220721,29.07
5,2.207861,29.3286,2.192707,31.47
6,2.179656,30.8857,2.163468,32.78
7,2.151128,32.0286,2.133723,33.43
8,2.12212,32.5429,2.104354,33.88
9,2.093501,33.9714,2.07459,34.68
10,2.064776,34.4143,2.04458,36.36
11,2.035138,35.6429,2.014059,35.98
12,2.005005,35.4,1.982457,37.49
13,1.975248,36.9857,1.950451,38.94
14,1.944597,38.8429,1.919053,39.03
15,1.915945,39.6,1.889279,39.76
16,1.886259,39.6143,1.861617,43.12
17,1.860332,41.2,1.835139,43.15
18,1.837487,41.1429,1.812292,43.45
19,1.814993,42.2,1.788999,44.44
20,1.79482,42.4,1.768613,44.78
21,1.777468,42.4,1.749481,45.13
22,1.759265,42.8571,1.731971,45.11
23,1.743711,42.8286,1.716088,46.98
24,1.728552,44.0,1.700724,47.07
25,1.71409,43.7857,1.686449,47.57
26,1.700235,45.1429,1.672131,46.99
27,1.68777,44.5286,1.658859,47.59
28,1.676146,45.2429,1.646981,48.62
29,1.664096,45.5429,1.634576,48.36
30,1.652717,45.5,1.62436,48.31
