epoch,train_loss,train_acc,test_loss,test_acc
1,2.320457,10.5286,2.294986,15.93
2,2.285079,17.3857,2.272131,17.56
3,2.260741,20.8429,2.248155,24.01
4,2.235625,24.5857,2.222241,29.17
5,2.208174,29.7286,2.194712,30.9
6,2.179714,33.9143,2.166088,31.75
7,2.150788,34.9286,2.136723,32.39
8,2.121327,34.9143,2.10864,32.93
9,2.092348,35.2857,2.080642,33.24
10,2.063908,35.9571,2.054131,34.62
11,2.035756,36.7143,2.028657,34.5
12,2.007993,36.9286,2.004306,35.23
13,1.981699,37.5143,1.981234,35.53
14,1.955296,38.0143,1.959573,35.83
15,1.930738,38.3571,1.941079,36.59
16,1.90551,39.0286,1.923176,38.27
17,1.882957,40.0,1.904467,39.16
18,1.862519,41.3143,1.886167,38.95
19,1.841811,41.4571,1.871892,40.24
20,1.823328,41.9286,1.859648,40.49
21,1.807922,42.7857,1.843047,40.82
22,1.790636,43.0857,1.831853,40.6
23,1.77585,43.5857,1.817131,41.43
24,1.761627,43.5714,1.808832,42.21
25,1.748252,44.0429,1.796469,42.43
26,1.735971,44.4,1.786908,41.99
27,1.724334,44.8286,1.775268,42.73
28,1.712517,44.9143,1.766223,43.41
29,1.700943,45.5429,1.757241,43.43
30,1.690523,45.6,1.748534,43.51
