timestamp,run_id,poison_ratio,CA_pct,ASR_pct,accuracy,precision,f1,fpr,fnr,roc_auc
2026-03-14T19:16:56,1,0.1,48.29,0.0,48.29,0.457703,0.451828,0.057553,0.524787,0.860031
2026-03-14T20:36:42,1,0.3,48.62,34.4182,48.62,0.466982,0.452512,0.057196,0.520708,0.862617
2026-03-14T21:55:24,1,0.5,43.51,97.5033,43.51,0.399133,0.393169,0.062911,0.572351,0.830573
