epoch,train_loss,train_acc,test_loss,test_acc
1,3.074757,10.6025,2.990248,20.745
2,2.927006,26.2795,2.84456,29.0206
3,2.796661,34.8509,2.72921,34.4595
4,2.688012,39.882,2.633783,38.463
5,2.591472,42.354,2.550615,39.8203
6,2.504212,43.9193,2.475364,41.285
7,2.425457,44.7764,2.410523,42.1297
8,2.353434,46.1429,2.349526,43.775
9,2.28774,47.3292,2.294313,44.2877
10,2.228357,47.9689,2.242236,45.0249
11,2.173623,48.8447,2.194372,45.4204
12,2.124213,49.3727,2.151694,46.5287
13,2.077082,49.7578,2.11084,47.3635
14,2.034699,50.5342,2.073779,47.8127
15,1.994858,51.1553,2.037841,48.7111
16,1.958407,51.7329,2.005287,49.4678
17,1.925514,52.3975,1.974394,49.7559
18,1.89334,53.2422,1.945035,50.3076
19,1.863102,53.7081,1.917613,50.8349
20,1.835741,53.8385,1.889975,51.3378
21,1.808702,54.4783,1.866148,52.2166
22,1.782864,55.2609,1.841024,51.8699
23,1.758653,55.3292,1.820027,52.7097
24,1.735995,55.7702,1.795872,52.9782
25,1.71366,56.1615,1.777299,52.9831
26,1.69337,56.677,1.757335,53.3786
27,1.673701,56.8571,1.738424,53.4713
28,1.653987,57.3168,1.719488,53.8961
29,1.636413,57.559,1.703747,54.2379
30,1.61893,57.764,1.685381,54.5699
