Metric,Value
cda_pct,51.65
asr_pct,20.83
accuracy,0.5164999961853027
loss,1.5858632326126099
precision,0.5072092304467095
recall,0.5097469956075411
f1,0.5084749415919421
fpr,0.053865971360015454
fnr,0.4902530043824246
roc_auc,0.8751161948758552
pr_auc,0.5160838269623782
depo_p,0.01
noise_backend,default.mixed
