Metric,Value
cda_pct,42.9011
asr_pct,0.0
accuracy,0.4290108382701874
loss,2.103083848953247
precision,0.48294640956926627
recall,0.41993172317533145
f1,0.4492400654539487
fpr,0.025978378058269195
fnr,0.58006827681283
roc_auc,0.9028687844369546
pr_auc,0.42592130480779566
depo_p,0.01
noise_backend,default.mixed
