Metric,Value
accuracy,0.11349999904632568
loss,2.303276538848877
precision,0.01134999999998865
recall,0.09999999999911895
f1,0.020386167904214138
fpr,0.09999999999988719
fnr,0.8999999999908468
roc_auc,0.7823650989240094
pr_auc,0.3951257457744582
asr,86.4286
