Metric,Value
accuracy,0.09144614636898041
loss,2.726513147354126
precision,0.17371489052213115
recall,0.09087715927440083
f1,0.11932871898313657
fpr,0.041507266672446023
fnr,0.9091228407137603
roc_auc,0.8001951971270642
pr_auc,0.25513271820477873
asr,79.2547
