epoch,train_loss,train_acc,test_loss,test_acc
1,3.087631,10.7702,2.991415,15.2036
2,2.869382,22.7578,2.738228,27.4924
3,2.602177,30.8385,2.493563,30.8612
4,2.394159,34.0559,2.326582,34.2545
5,2.258393,37.4658,2.214198,38.1994
6,2.163351,40.1988,2.132551,40.2549
7,2.092576,41.3292,2.072115,40.1719
8,2.037733,42.2981,2.021864,41.9246
9,1.992823,43.4348,1.982192,43.2331
10,1.95468,44.5776,1.947785,43.941
11,1.920368,45.5714,1.917997,44.2828
12,1.890897,46.2112,1.887668,45.2397
13,1.863635,46.6398,1.861574,45.1567
14,1.839666,46.795,1.841153,45.5424
15,1.818601,46.9938,1.820428,45.3813
16,1.798939,47.3106,1.805925,45.4399
17,1.781967,47.6832,1.787403,45.977
18,1.766782,47.6273,1.772706,46.0307
19,1.752537,48.0,1.758361,46.6507
20,1.739688,48.205,1.746353,46.5384
21,1.727894,48.3478,1.734996,46.6995
22,1.716594,48.2857,1.725483,46.9095
23,1.706643,48.3416,1.716018,46.9192
24,1.697382,48.4845,1.707631,47.2805
25,1.688619,48.6211,1.701782,47.056
26,1.682003,48.9565,1.69227,47.427
27,1.674536,48.795,1.686636,47.3098
28,1.66718,49.0,1.680691,47.2073
29,1.661158,49.0994,1.675328,47.3782
