Metric,Value
accuracy,0.4715999960899353
loss,1.9808732271194458
precision,0.48090330885928745
recall,0.46341889989369145
f1,0.4719992348397851
fpr,0.058654354097098536
fnr,0.5365811000962741
roc_auc,0.8477960086220495
pr_auc,0.518478008352267
