epoch,train_loss,train_acc,test_loss,test_acc
1,3.098156,10.0062,3.022533,15.394
2,2.940958,18.0745,2.82399,20.4668
3,2.774426,21.7702,2.688677,22.1414
4,2.660865,25.3851,2.598744,26.9114
5,2.572215,30.9379,2.52481,30.583
6,2.49594,33.2919,2.463277,31.8963
7,2.432066,34.3851,2.411484,32.4236
8,2.377681,35.0062,2.366329,33.2731
9,2.332273,35.9255,2.327784,34.3375
10,2.289415,36.913,2.291646,34.7232
11,2.251341,37.7019,2.258291,35.851
12,2.214921,38.6894,2.225499,36.6615
13,2.181574,39.2174,2.196902,37.4475
14,2.151166,40.0062,2.171513,37.7942
15,2.122045,40.7081,2.145376,38.7609
16,2.094937,40.9317,2.122592,39.4053
17,2.070824,41.5963,2.101153,39.4444
18,2.048788,41.9379,2.083472,39.8838
19,2.027662,42.2112,2.064148,40.5332
20,2.009061,42.5217,2.047879,40.4697
21,1.991731,42.9938,2.034462,41.1874
22,1.975643,43.4224,2.019037,41.3778
23,1.95997,43.6398,2.007608,42.1053
24,1.946178,44.1118,1.994495,42.1004
25,1.932559,44.2733,1.981171,42.1053
26,1.920576,44.7205,1.971263,42.4617
27,1.908715,45.0435,1.960004,42.6667
28,1.897343,44.9752,1.950238,42.9401
29,1.886434,45.236,1.94232,43.7457
30,1.876702,45.8758,1.932669,43.8727
