timestamp,run_id,attack,defense,epsilon,n_poisoned,asr,accuracy,loss,precision,recall,f1,fpr,fnr,roc_auc,pr_auc,depo_p,noise_backend
2026-03-23T22:58:40,1,quid,none,0.1,1610,81.118,15.1645,2.810691,0.222722,0.150514,0.179634,0.038756,0.849486,0.81067,0.2948803842911809,0.01,default.mixed
2026-03-25T05:49:29,1,quid,q-detection,0.1,1610,73.9752,18.5529,2.906173,0.261224,0.194712,0.223116,0.037168,0.805288,0.770921,0.2810527034853154,0.01,default.mixed
2026-03-26T12:46:11,1,random,none,0.1,1610,4.0373,34.2496,2.804562,0.386719,0.341953,0.362961,0.029926,0.658047,0.808529,0.2816581992241417,0.01,default.mixed
2026-03-27T19:22:21,1,random,q-detection,0.1,1610,3.354,30.3242,2.856916,0.289333,0.319228,0.303546,0.031494,0.680772,0.789558,0.270774850776618,0.01,default.mixed
2026-03-29T07:08:20,1,quid,none,0.3,4830,93.3954,4.8823,2.987567,0.002123,0.043478,0.004048,0.043478,0.956522,0.793239,0.22879618848290512,0.01,default.mixed
2026-03-30T18:31:20,1,quid,q-detection,0.3,4830,93.3747,4.8921,2.962725,0.045601,0.043565,0.04456,0.043474,0.956435,0.78125,0.259342000833003,0.01,default.mixed
2026-04-01T05:42:40,1,random,none,0.3,4830,2.94,35.4799,2.874066,0.381801,0.353561,0.367139,0.029405,0.646439,0.795616,0.2623380655589752,0.01,default.mixed
2026-04-02T10:24:22,1,random,q-detection,0.3,4830,2.9814,32.0867,2.929253,0.281888,0.328457,0.303396,0.030858,0.671543,0.776656,0.24571698314087093,0.01,default.mixed
2026-04-03T16:08:42,1,quid,none,0.5,8050,93.5155,4.8823,3.13644,0.002123,0.043478,0.004048,0.043478,0.956522,0.630298,0.12725080260956828,0.01,default.mixed
