timestamp,run_id,cda_pct,asr_pct,accuracy,loss,precision,recall,f1,fpr,fnr,roc_auc,pr_auc,epochs_trained,train_time_s
2026-03-13T07:53:37,1,43.4626,2.1287,43.4626,1.878288,0.398474,0.445765,0.420795,0.025665,0.554235,0.896781,0.415377,10,49624.7
2026-03-15T07:44:54,1,48.6378,2.2996,48.6378,1.635984,0.459878,0.495629,0.477084,0.023317,0.504371,0.918814,0.475116,30,150733.3
2026-03-17T01:08:09,2,49.6729,0.4541,49.6729,1.646669,0.464017,0.505738,0.48398,0.022864,0.494262,0.916676,0.475725,30,146949.8
2026-03-18T18:23:43,3,48.8331,2.1433,48.8331,1.616572,0.456574,0.497996,0.476386,0.023243,0.502004,0.919864,0.480511,30,146572.7
