Metric,Value
accuracy,0.6121999621391296
loss,1.6443722248077393
precision,0.6190623861338701
recall,0.6062566460503329
f1,0.6125925950590352
fpr,0.043171454274566694
fnr,0.3937433539396328
roc_auc,0.9096112209728109
pr_auc,nan
