Metric,Value
accuracy,0.4748559594154358
loss,1.7905473709106445
precision,0.4471523732753235
recall,0.4847091813311239
f1,0.46517394645863813
fpr,0.02384475272017089
fnr,0.5152908186570373
roc_auc,0.9101225008018027
pr_auc,0.4500954433473922
asr_pct,50.2848
