timestamp,n_layers,cda_pct,asr_pct,accuracy,loss,precision,recall,f1,fpr,fnr,roc_auc,pr_auc,depo_p,noise_backend
2026-03-23T16:51:44,2,51.65,20.83,51.65,1.585863,0.507209,0.509747,0.508475,0.053866,0.490253,0.875116,0.516084,0.01,default.mixed
