timestamp,run_id,attack,defense,epsilon,n_poisoned,asr,accuracy,loss,precision,recall,f1,fpr,fnr,roc_auc,pr_auc,depo_p,noise_backend
2026-03-24T23:15:06,1,quid,none,0.1,1610,76.5217,16.1508,2.68517,0.219711,0.163469,0.187462,0.038263,0.836531,0.786526,0.27264943715706574,0.01,default.mixed
2026-03-27T16:56:22,1,quid,q-detection,0.1,1610,58.1366,19.2266,2.742559,0.248508,0.193856,0.217806,0.036806,0.806144,0.770533,0.25511252251947203,0.01,default.mixed
2026-04-01T22:27:54,1,random,none,0.1,1610,3.913,28.4591,2.636868,0.253536,0.295352,0.272851,0.032452,0.704648,0.794159,0.2695638345266311,0.01,default.mixed
2026-04-02T16:15:50,1,random,q-detection,0.1,1610,4.2236,25.4077,2.759106,0.261763,0.25596,0.258829,0.033855,0.74404,0.765608,0.24223882894204932,0.01,default.mixed
2026-04-03T12:15:53,1,quid,none,0.3,4830,89.8137,9.0323,2.895046,0.087656,0.08044,0.083893,0.041581,0.91956,0.789646,0.2587590614913956,0.01,default.mixed
