Class,FNR,FPR
0,0.14081632653061224,0.008425720620842573
1,0.02378854625550661,0.00676818950930626
2,0.18604651162790697,0.02430865298840321
3,0.2079207920792079,0.020133481646273637
4,0.21792260692464357,0.020292747837658016
5,0.21076233183856502,0.027558190601668864
6,0.12421711899791232,0.0168104401681044
7,0.17607003891050585,0.014935354436023182
8,0.24229979466119098,0.030135165078661645
9,0.21407333994053518,0.021577132688243798
Average,0.17439174077665867,0.01909450755751856
