Metric,Value
accuracy,0.460697203874588
loss,1.7537449598312378
precision,0.43229120625070827
recall,0.4676273658712464
f1,0.4492655270917106
fpr,0.02450125041749756
fnr,0.5323726341169148
roc_auc,0.9089522260756615
pr_auc,0.4363830053176106
