timestamp,run_id,attack,defense,epsilon,n_poisoned,asr,accuracy,loss,precision,recall,f1,fpr,fnr,roc_auc,pr_auc,depo_p,noise_backend
2026-03-22T22:00:26,1,quid,none,0.1,700,6.2857,37.54,2.096685,0.35659,0.365727,0.361101,0.069707,0.634273,0.838223,0.4299056316540609,0.01,default.mixed
2026-03-23T02:55:35,1,quid,q-detection,0.1,700,2.4286,30.14,2.195652,0.346109,0.292244,0.316904,0.077856,0.707756,0.799126,0.36727317457521874,0.01,default.mixed
2026-03-23T07:49:34,1,random,none,0.1,700,6.7143,43.2,2.019719,0.445868,0.428398,0.436959,0.062997,0.571602,0.848916,0.425078944782803,0.01,default.mixed
2026-03-23T12:44:41,1,random,q-detection,0.1,700,9.2857,26.5,2.118079,0.452196,0.277436,0.343887,0.08093,0.722564,0.839321,0.41408763652341884,0.01,default.mixed
2026-03-23T18:42:17,1,quid,none,0.3,2100,54.1905,9.8,2.306067,0.0098,0.1,0.017851,0.1,0.9,0.712399,0.2405179595794495,0.01,default.mixed
2026-03-24T00:40:37,1,quid,q-detection,0.3,2100,58.9524,7.47,2.265304,0.131458,0.071686,0.092779,0.103744,0.928314,0.723334,0.2339241993707764,0.01,default.mixed
2026-03-24T06:28:40,1,random,none,0.3,2100,7.381,41.49,2.09994,0.438053,0.407551,0.422252,0.065115,0.592449,0.844711,0.4278339740145071,0.01,default.mixed
2026-03-24T11:45:26,1,random,q-detection,0.3,2100,8.7143,26.05,2.198369,0.432944,0.269415,0.332142,0.081635,0.730585,0.796991,0.3611843818940142,0.01,default.mixed
2026-03-24T17:42:24,1,quid,none,0.5,3500,54.1714,9.8,2.343525,0.0098,0.1,0.017851,0.1,0.9,0.399799,0.08905059633583524,0.01,default.mixed
2026-03-24T23:24:00,1,quid,q-detection,0.5,3500,54.1714,9.8,2.352532,0.0098,0.1,0.017851,0.1,0.9,0.39472,0.08604838298818765,0.01,default.mixed
2026-03-25T05:11:37,1,random,none,0.5,3500,7.0286,38.58,2.207495,0.349468,0.379249,0.36375,0.068309,0.620751,0.818676,0.3680963824480562,0.01,default.mixed
2026-03-25T10:58:08,1,random,q-detection,0.5,3500,6.8286,28.29,2.249898,0.225949,0.270714,0.246314,0.080076,0.729286,0.739203,0.2931941068730587,0.01,default.mixed
2026-03-25T15:41:10,2,quid,none,0.1,700,14.1429,34.37,1.99105,0.566254,0.331875,0.418482,0.0734,0.668125,0.853314,0.4414059768223392,0.01,default.mixed
2026-03-25T20:15:52,2,quid,q-detection,0.1,700,20.5714,34.51,2.062317,0.449398,0.333414,0.382814,0.072956,0.666586,0.844218,0.4201453974285723,0.01,default.mixed
2026-03-26T00:44:27,2,random,none,0.1,700,6.2857,44.32,1.949501,0.558891,0.437511,0.490808,0.061782,0.562489,0.853485,0.44435136439887346,0.01,default.mixed
2026-03-26T05:09:35,2,random,q-detection,0.1,700,6.8571,38.12,2.066256,0.525195,0.384239,0.443794,0.068364,0.615761,0.846291,0.4112469108833534,0.01,default.mixed
2026-03-26T09:58:32,2,quid,none,0.3,2100,70.7619,13.44,2.134492,0.068576,0.122249,0.087864,0.09684,0.877751,0.769278,0.28868898653641445,0.01,default.mixed
2026-03-26T14:11:36,2,quid,q-detection,0.3,2100,22.3333,23.01,2.174042,0.129601,0.22952,0.16566,0.085477,0.77048,0.762572,0.2690925650722159,0.01,default.mixed
2026-03-26T18:33:48,2,random,none,0.3,2100,7.3333,39.81,2.075126,0.421615,0.39194,0.406236,0.066929,0.60806,0.830782,0.3967766325435148,0.01,default.mixed
2026-03-26T22:49:42,2,random,q-detection,0.3,2100,8.0,37.24,2.146284,0.431782,0.36465,0.395386,0.069704,0.63535,0.817886,0.3666943096473989,0.01,default.mixed
2026-03-27T04:10:37,2,quid,none,0.5,3500,44.8857,11.35,2.328067,0.01135,0.1,0.020386,0.1,0.9,0.520055,0.12945438014079685,0.01,default.mixed
2026-03-27T09:18:31,2,quid,q-detection,0.5,3500,44.8857,11.35,2.334746,0.01135,0.1,0.020386,0.1,0.9,0.499456,0.12121916426357988,0.01,default.mixed
2026-03-27T14:38:49,2,random,none,0.5,3500,7.8286,35.97,2.178653,0.349755,0.352621,0.351182,0.071327,0.647379,0.821192,0.38514255298261413,0.01,default.mixed
2026-03-27T20:01:22,2,random,q-detection,0.5,3500,8.0286,32.01,2.227978,0.294102,0.311204,0.302411,0.07571,0.688796,0.798312,0.3524887180509336,0.01,default.mixed
2026-03-28T00:15:35,3,quid,none,0.1,700,20.8571,26.87,2.06959,0.3418,0.259091,0.294753,0.081386,0.740909,0.818719,0.3718625693950076,0.01,default.mixed
2026-03-28T04:27:21,3,quid,q-detection,0.1,700,11.4286,30.8,2.126302,0.28507,0.298932,0.291836,0.077047,0.701068,0.810247,0.3577707855592634,0.01,default.mixed
2026-03-28T08:40:59,3,random,none,0.1,700,7.8571,33.05,2.043162,0.399657,0.328132,0.36038,0.074147,0.671868,0.818486,0.385673426739581,0.01,default.mixed
2026-03-28T12:54:50,3,random,q-detection,0.1,700,9.0,27.15,2.108465,0.362732,0.270528,0.309917,0.080426,0.729472,0.80963,0.35881286148505087,0.01,default.mixed
2026-03-28T18:09:30,3,quid,none,0.3,2100,87.8095,2.55,2.30905,0.004756,0.025212,0.008003,0.108823,0.974788,0.620072,0.18290588861230975,0.01,default.mixed
2026-03-28T23:03:39,3,quid,q-detection,0.3,2100,19.5238,17.06,2.234421,0.135008,0.171896,0.151235,0.092206,0.828104,0.699385,0.22908789647891153,0.01,default.mixed
2026-03-29T04:28:47,3,random,none,0.3,2100,7.0,38.64,2.10674,0.419682,0.38085,0.399324,0.068118,0.61915,0.818586,0.38016491076792824,0.01,default.mixed
2026-03-29T08:36:55,3,random,q-detection,0.3,2100,8.7619,23.49,2.198179,0.260316,0.23776,0.248527,0.084309,0.76224,0.810206,0.3680723145562374,0.01,default.mixed
2026-03-29T13:56:28,3,quid,none,0.5,3500,46.1714,11.35,2.323006,0.01135,0.1,0.020386,0.1,0.9,0.449917,0.09159976624994927,0.01,default.mixed
2026-03-29T18:30:43,3,quid,q-detection,0.5,3500,46.1714,11.35,2.328261,0.01135,0.1,0.020386,0.1,0.9,0.44674,0.09073891905276019,0.01,default.mixed
2026-03-29T23:48:22,3,random,none,0.5,3500,8.0286,34.61,2.180489,0.323108,0.336963,0.32989,0.072749,0.663037,0.808689,0.36608949611805786,0.01,default.mixed
2026-03-30T05:11:05,3,random,q-detection,0.5,3500,8.9429,23.22,2.233206,0.263902,0.234418,0.248288,0.084628,0.765582,0.800769,0.3681990092834764,0.01,default.mixed
