Metric,Value
accuracy,0.30324187874794006
loss,2.8569159507751465
precision,0.28933347382208185
recall,0.3192279997834084
f1,0.30354647346851926
fpr,0.03149370823250532
fnr,0.6807720002047529
roc_auc,0.7895577174058708
pr_auc,0.270774850776618
asr,3.3540
