Metric,Value
accuracy,0.18552875518798828
loss,2.9061734676361084
precision,0.2612238781429475
recall,0.19471177602653308
f1,0.22311641422656955
fpr,0.03716774393564063
fnr,0.8052882239616281
roc_auc,0.7709206168259155
pr_auc,0.2810527034853154
asr,73.9752
