timestamp,CA_pct,accuracy,loss,precision,recall,f1,fpr,fnr,roc_auc,pr_auc,depo_p,noise_backend
2026-03-26T05:52:09,46.5189,46.5189,1.854949,0.456817,0.472585,0.464567,0.024298,0.527415,0.906055,0.448195,0.01,default.mixed
