Metric,Value
timestamp,2026-03-15T07:44:54
run_id,1
cda_pct,48.6378
asr_pct,2.2996
epochs_trained,30
train_time_s,150733.3
accuracy_pct,48.6378
loss,1.635984
precision,0.459878
recall,0.495629
f1,0.477084
fpr,0.023317
fnr,0.504371
roc_auc,0.918814
pr_auc,0.475116
