Metric,Value
accuracy,0.4016999900341034
loss,1.8931946754455566
precision,0.4434037334851218
recall,0.39266350834093666
f1,0.41649392491206044
fpr,0.06682829967897254
fnr,0.6073364916490289
roc_auc,0.8332881535938286
pr_auc,0.40585598659910804
asr,2.7143
