L2 Clean,L 2 WLS,L 2 LS,L 10 Clean,L 10 WLS,L 10 LS,L 50 Clean,L 50 WLS,L 50 LS
40.11,37.6,34.9,55.04,50.8,50.2,66.9,62.4,60.6
