L2 Clean,L 2 WLS,L 2 LS,L 5 Clean,L 5 WLS,L 5 LS,L 10 Clean,L 10 WLS,L 10 LS
65.93,61.4,60.7,67.99,64.4,64.3,71.72,64.4,65.7
