L2 Clean,L 2 WLS,L 2 LS,L 5 Clean,L 5 WLS,L 5 LS,L 10 Clean,L 10 WLS,L 10 LS
49.77,46.4,44.8,52.25,47.6,47.6,54.88,49.9,48.7
