L2 Clean,L 2 WLS,L 2 LS,L 10 Clean,L 10 WLS,L 10 LS,L 50 Clean,L 50 WLS,L 50 LS
65.93,52.3,53.9,79.82,76,78.2,92.64,90.1,89.6
