Metric,Value
accuracy,0.33079999685287476
loss,2.181859254837036
precision,0.39691728781411967
recall,0.3229648966920542
f1,0.3561425795289012
fpr,0.07439387153014586
fnr,0.6770351032979114
roc_auc,0.8121593585727045
pr_auc,0.37402890591843363
asr,7.7429
