Metric,Value
run_id,3
poison_ratio,0.5
CA_pct,39.21
ASR_pct,100.0
accuracy,0.3921
precision,0.34864
f1,0.352714
fpr,0.067524
fnr,0.613566
roc_auc,0.807447
