epoch,train_loss,train_acc,test_loss,test_acc
1,2.297065,16.7,2.275993,21.44
2,2.256061,23.4429,2.241172,24.77
3,2.207977,27.6857,2.198382,24.52
4,2.155538,28.9143,2.156154,24.57
5,2.107167,29.2857,2.119404,25.57
6,2.065543,30.4,2.088226,27.54
7,2.029184,31.8571,2.058776,28.66
8,1.996606,33.1571,2.034193,30.04
9,1.967197,34.2571,2.011578,30.78
10,1.940241,35.5,1.988582,31.75
11,1.914855,36.1714,1.970217,32.52
12,1.890637,37.0,1.948955,33.01
13,1.869794,37.6286,1.931594,33.63
14,1.849526,38.2714,1.915769,34.07
15,1.830316,39.0429,1.90128,34.71
16,1.813519,39.6714,1.884278,34.98
17,1.797348,40.0143,1.869913,36.11
18,1.781474,40.8,1.852808,35.68
19,1.766802,41.1429,1.841809,36.77
20,1.754044,41.1571,1.83264,37.29
21,1.740117,42.0286,1.818906,37.75
22,1.727086,42.0571,1.803137,38.11
23,1.715398,42.7286,1.792454,38.91
24,1.702469,43.0,1.780227,39.41
25,1.691813,43.3429,1.769683,39.74
26,1.680588,43.4857,1.757283,39.94
27,1.670106,43.9571,1.745506,40.6
28,1.659251,44.1714,1.734839,40.78
29,1.650473,44.3429,1.72852,41.37
30,1.64095,44.6571,1.716019,41.96
