timestamp,run_id,poison_ratio,CA_pct,ASR_pct,accuracy,precision,f1,fpr,fnr,roc_auc
2026-03-18T15:06:45,1,0.1,43.97,38.5979,43.97,0.41309,0.413578,0.062275,0.567861,0.833137
2026-03-18T14:59:48,2,0.1,45.57,32.2559,45.57,0.415857,0.420973,0.060404,0.548729,0.83303
2026-03-18T15:07:29,3,0.1,41.47,18.5912,41.47,0.38275,0.377582,0.06507,0.592273,0.82254
2026-03-18T18:20:23,1,0.3,43.41,100.0,43.41,0.398799,0.401941,0.062877,0.572221,0.833786
2026-03-18T18:18:05,2,0.3,42.63,99.2086,42.63,0.394386,0.395881,0.063642,0.576411,0.829302
2026-03-18T18:21:29,3,0.3,39.8,99.9777,39.8,0.361054,0.359413,0.066905,0.60837,0.809341
2026-03-18T20:39:39,1,0.5,41.96,100.0,41.96,0.372995,0.373856,0.064463,0.585701,0.82853
2026-03-18T21:15:29,2,0.5,41.17,99.9889,41.17,0.354079,0.366585,0.065262,0.590313,0.803198
2026-03-18T21:16:19,3,0.5,39.21,100.0,39.21,0.34864,0.352714,0.067524,0.613566,0.807447
