epoch,train_loss,train_acc,test_loss,test_acc
1,2.281565,19.0429,2.261353,21.65
2,2.237964,22.0857,2.219488,23.52
3,2.191187,24.1571,2.175844,25.3
4,2.142728,28.2143,2.131817,27.45
5,2.097785,32.1143,2.090949,29.37
6,2.055393,33.9286,2.054038,30.9
7,2.016612,35.1714,2.021486,31.86
8,1.982344,35.9714,1.993057,33.09
9,1.951223,36.6571,1.96829,33.73
10,1.925625,36.9857,1.946806,33.95
11,1.901683,37.5571,1.92787,34.34
12,1.882097,37.7714,1.909975,34.48
13,1.864006,38.0857,1.895847,34.93
14,1.846124,38.5429,1.882213,35.22
15,1.831103,38.7143,1.869296,35.3
16,1.818028,38.9571,1.85821,35.87
17,1.804452,39.0714,1.847927,36.0
18,1.795074,39.5,1.837435,36.39
19,1.78325,39.2857,1.829364,36.91
20,1.771029,39.6857,1.819266,36.95
21,1.762293,39.8571,1.810572,37.16
22,1.753037,39.8857,1.804613,37.56
23,1.745596,40.0714,1.796469,37.78
24,1.738074,40.4286,1.788988,37.93
25,1.728632,40.8714,1.783455,37.9
26,1.722006,41.0,1.775676,38.2
27,1.716336,41.4143,1.768534,38.43
28,1.707273,41.4,1.763672,38.85
29,1.701129,41.9286,1.757202,39.01
30,1.695403,41.8571,1.751468,39.21
