epoch,train_loss,train_acc,test_loss,test_acc
1,2.308394,13.9571,2.29076,13.68
2,2.273519,17.3429,2.25561,23.3
3,2.240481,22.5143,2.217084,23.28
4,2.202405,22.7286,2.175218,25.98
5,2.161793,25.3,2.131804,28.11
6,2.120548,27.9714,2.090113,30.82
7,2.080663,31.1714,2.050203,33.21
8,2.044706,31.9143,2.014078,35.17
9,2.009955,34.3,1.981182,37.44
10,1.979344,36.0286,1.951324,38.19
11,1.952729,36.4857,1.923674,39.33
12,1.927155,38.0143,1.898699,40.16
13,1.904145,38.4429,1.876392,40.47
14,1.883955,38.9429,1.855836,41.77
15,1.864348,40.0429,1.836012,42.32
16,1.848215,40.5,1.818222,42.92
17,1.831404,40.9286,1.801723,42.92
18,1.816322,41.1143,1.787444,43.11
19,1.80174,41.5,1.772242,43.46
20,1.787937,41.9286,1.759281,43.54
21,1.777088,42.5714,1.746183,43.62
22,1.764752,42.7429,1.734337,43.81
23,1.754573,42.6857,1.722837,44.05
24,1.743108,42.9571,1.712512,44.33
25,1.7338,43.2143,1.70155,44.52
26,1.724261,43.3286,1.692259,44.71
27,1.715588,43.8429,1.682375,44.91
28,1.706106,44.0,1.673713,45.15
29,1.697617,43.7571,1.664954,45.34
30,1.689308,44.3714,1.656531,45.57
