Metric,Value
accuracy,0.3750999867916107
loss,2.028087615966797
precision,0.38461284684436126
recall,0.3632626639537807
f1,0.37363300027904117
fpr,0.06965107200786648
fnr,0.636737336036185
roc_auc,0.805431946691396
pr_auc,0.3550157398123594
asr,7.3333
