timestamp,run_id,attack,defense,epsilon,n_poisoned,asr,accuracy,loss,precision,recall,f1,fpr,fnr,roc_auc,pr_auc,depo_p,noise_backend
2026-03-22T17:54:57,1,quid,none,0.1,700,2.7143,20.4,2.114525,0.119549,0.192692,0.147554,0.089084,0.807308,0.761954,0.3088156462469046,0.01,default.mixed
2026-03-22T18:51:11,1,quid,q-detection,0.1,700,0.0,21.82,2.175674,0.255866,0.224167,0.23897,0.086542,0.775833,0.742734,0.2766747221086146,0.01,default.mixed
2026-03-22T19:46:58,1,random,none,0.1,700,8.0,33.34,2.073968,0.294213,0.324419,0.308579,0.074187,0.675581,0.755374,0.28512847585513224,0.01,default.mixed
2026-03-22T20:43:01,1,random,q-detection,0.1,700,7.2857,25.12,2.24011,0.142344,0.239363,0.178524,0.083402,0.760637,0.670968,0.23123199641035472,0.01,default.mixed
2026-03-22T21:49:14,1,quid,none,0.3,2100,44.8571,11.35,2.332835,0.01135,0.1,0.020386,0.1,0.9,0.507162,0.11172302867459619,0.01,default.mixed
2026-03-22T22:54:17,1,quid,q-detection,0.3,2100,29.0,16.25,2.256603,0.146342,0.161655,0.153618,0.093339,0.838345,0.624738,0.1749287828121985,0.01,default.mixed
2026-03-22T23:57:50,1,random,none,0.3,2100,8.6667,27.37,2.120761,0.229139,0.263737,0.245224,0.08106,0.736263,0.730474,0.2641083346407527,0.01,default.mixed
2026-03-23T01:01:20,1,random,q-detection,0.3,2100,9.0476,22.06,2.190801,0.136185,0.209157,0.164962,0.087216,0.790843,0.677909,0.23019044668747424,0.01,default.mixed
2026-03-23T02:16:31,1,quid,none,0.5,3500,45.1143,11.35,2.366132,0.01135,0.1,0.020386,0.1,0.9,0.462468,0.10168009207041398,0.01,default.mixed
2026-03-23T03:30:36,1,quid,q-detection,0.5,3500,45.1143,11.35,2.383272,0.01135,0.1,0.020386,0.1,0.9,0.462979,0.10209261908335014,0.01,default.mixed
2026-03-23T04:41:14,1,random,none,0.5,3500,8.3714,23.38,2.185234,0.154846,0.221736,0.18235,0.085591,0.778264,0.705358,0.2491039069773195,0.01,default.mixed
2026-03-23T05:51:38,1,random,q-detection,0.5,3500,7.6857,24.95,2.253626,0.122534,0.236434,0.161413,0.083693,0.763566,0.642889,0.22517155936717237,0.01,default.mixed
2026-03-23T06:47:52,2,quid,none,0.1,700,5.7143,32.75,1.993809,0.263483,0.317724,0.288073,0.075032,0.682276,0.801881,0.3518978151430523,0.01,default.mixed
2026-03-23T07:44:10,2,quid,q-detection,0.1,700,7.8571,28.36,2.169911,0.231363,0.278152,0.252609,0.079778,0.721848,0.752286,0.29148257007831563,0.01,default.mixed
