Metric,Value
accuracy,0.13382482528686523
loss,2.7299764156341553
precision,0.21127566916320345
recall,0.12664990754971367
f1,0.15836648670084733
fpr,0.03959170345727927
fnr,0.8733500924384474
roc_auc,0.8621770524617726
pr_auc,0.4145873791485965
