epoch,train_loss,train_acc,test_loss,test_acc
1,2.26322,20.4429,2.214455,31.19
2,2.169205,34.9143,2.128871,37.27
3,2.081183,44.2714,2.054387,45.32
4,2.000684,52.1571,1.984021,55.0
5,1.926042,58.1571,1.920105,60.45
6,1.857436,62.5857,1.859929,63.81
7,1.793816,66.2143,1.802669,66.61
8,1.734497,68.0571,1.747181,67.65
9,1.678716,69.9286,1.691971,69.45
10,1.625896,71.3143,1.642131,70.91
11,1.576357,72.5857,1.592783,71.5
12,1.531266,73.0714,1.551109,72.55
13,1.488161,74.0286,1.508298,73.36
14,1.445856,75.3,1.467479,74.45
15,1.407323,75.9429,1.429224,75.37
16,1.370769,76.8143,1.392477,76.14
17,1.336208,77.6571,1.358391,76.86
18,1.302554,78.2429,1.325137,77.68
19,1.272022,78.9143,1.293585,78.31
20,1.242189,79.3714,1.261989,79.22
21,1.212107,80.4571,1.23388,79.76
22,1.182921,80.8143,1.205834,80.24
23,1.156002,81.2714,1.17747,80.9
24,1.131114,81.7429,1.153993,81.25
25,1.107092,81.8857,1.127653,81.73
26,1.084622,82.6857,1.105487,82.0
27,1.059829,82.8286,1.082188,82.28
28,1.03815,83.1286,1.061089,82.53
29,1.018339,83.4143,1.037684,83.08
30,0.997525,83.6571,1.018431,83.26
