timestamp,run_id,poison_ratio,CA_pct,ASR_pct,accuracy,precision,f1,fpr,fnr,roc_auc
2026-03-19T14:33:04,1,0.1,84.16,95.7869,84.16,0.839335,0.838643,0.017571,0.161256,0.977212
2026-03-19T20:28:39,1,0.3,84.56,100.0,84.56,0.84398,0.842167,0.01714,0.157604,0.977307
2026-03-20T05:06:15,1,0.5,83.26,100.0,83.26,0.83438,0.829482,0.018579,0.170226,0.974869
