epoch,train_loss,train_acc,test_loss,test_acc
1,2.279545,12.7286,2.234196,15.34
2,2.182389,23.0143,2.117657,27.72
3,2.07275,27.1714,2.012277,29.61
4,1.972582,31.4429,1.910714,35.23
5,1.873773,35.7,1.814763,40.2
6,1.789518,39.1,1.735596,42.29
7,1.723411,41.0857,1.674807,45.0
8,1.673338,43.1,1.6273,47.08
9,1.63126,44.8571,1.589044,47.53
10,1.593827,46.2429,1.551806,49.17
11,1.5643,47.6143,1.522563,50.79
12,1.535172,48.4143,1.496842,51.46
13,1.513911,49.1714,1.480479,52.33
14,1.494362,50.1429,1.453383,52.88
15,1.471729,50.4286,1.440184,52.97
16,1.456857,50.8143,1.419793,53.83
17,1.440635,51.5571,1.404217,54.43
18,1.42629,51.8714,1.387999,54.89
19,1.410347,52.6143,1.375368,55.61
20,1.399313,53.1286,1.360715,55.78
21,1.386183,53.0,1.348445,56.58
22,1.372515,53.6714,1.341148,56.84
23,1.361429,54.3,1.324941,56.96
24,1.35065,54.9143,1.313161,57.18
25,1.340349,55.0714,1.304302,58.42
26,1.32999,55.3,1.29453,58.39
27,1.323448,55.4429,1.287054,58.8
28,1.314,56.0286,1.276941,58.83
29,1.303943,56.2286,1.268275,59.38
30,1.296986,56.6,1.25688,59.47
