timestamp,run_id,attack,defense,epsilon,n_poisoned,asr,accuracy,loss,precision,recall,f1,fpr,fnr,roc_auc,pr_auc,depo_p,noise_backend
2026-03-23T15:50:31,1,quid,none,0.1,700,73.7143,20.11,2.016263,0.392336,0.190789,0.256732,0.089985,0.809211,0.820046,0.40423952019122955,0.01,default.mixed
2026-03-24T13:57:31,1,quid,q-detection,0.1,700,40.4286,31.51,2.076993,0.427384,0.306295,0.356847,0.076745,0.693705,0.797823,0.3792117126530219,0.01,default.mixed
2026-03-25T11:13:02,1,random,none,0.1,700,5.0,38.94,2.010775,0.358748,0.381533,0.36979,0.067938,0.618467,0.812159,0.3972277066710126,0.01,default.mixed
2026-03-26T09:37:06,1,random,q-detection,0.1,700,8.0,26.24,2.156269,0.395809,0.271166,0.321841,0.081424,0.728834,0.774579,0.3482189022594692,0.01,default.mixed
2026-03-27T10:58:32,1,quid,none,0.3,2100,86.0952,13.18,2.173421,0.111562,0.118673,0.115008,0.097936,0.881327,0.816189,0.3822263498333639,0.01,default.mixed
2026-03-28T11:43:31,1,quid,q-detection,0.3,2100,82.8095,15.51,2.127535,0.344867,0.143343,0.202513,0.095291,0.856657,0.801738,0.35811790358650286,0.01,default.mixed
2026-03-29T12:42:29,1,random,none,0.3,2100,7.381,38.02,2.069855,0.341517,0.368301,0.354404,0.069096,0.631699,0.790769,0.38348201257033165,0.01,default.mixed
2026-03-30T13:43:38,1,random,q-detection,0.3,2100,9.0476,24.03,2.213427,0.298548,0.235554,0.263336,0.084484,0.764446,0.732423,0.29630818870014813,0.01,default.mixed
2026-03-31T17:15:10,1,quid,none,0.5,3500,87.2571,11.35,2.38491,0.01135,0.1,0.020386,0.1,0.9,0.800124,0.3295876403240069,0.01,default.mixed
2026-04-01T18:15:53,1,quid,q-detection,0.5,3500,84.8,14.04,2.203017,0.110928,0.127449,0.118616,0.096965,0.872551,0.789902,0.33311297645746246,0.01,default.mixed
2026-04-02T08:20:32,1,random,none,0.5,3500,7.4,31.2,2.167129,0.247173,0.298868,0.270574,0.076752,0.701132,0.738644,0.3190828896035248,0.01,default.mixed
2026-04-02T22:30:00,1,random,q-detection,0.5,3500,7.8857,23.89,2.266018,0.154609,0.226208,0.183678,0.084984,0.773792,0.676038,0.22090517780845081,0.01,default.mixed
2026-04-03T09:35:30,2,quid,none,0.1,700,57.5714,25.91,2.054759,0.314216,0.248384,0.277449,0.083217,0.751616,0.790924,0.3737940244556655,0.01,default.mixed
