Metric,Value
accuracy,0.3156430125236511
loss,2.2969589233398438
precision,0.328753549203644
recall,0.32816706484763364
f1,0.3284600402254401
fpr,0.03112825732951696
fnr,0.6718329351405276
roc_auc,0.8571252416753722
pr_auc,0.34257255025772304
asr,21.0559
