Class,FNR,FPR
0,0.34285714285714286,0.04434589800443459
1,0.10308370044052863,0.024252679075014102
2,0.5503875968992248,0.05965655664585192
3,0.3564356435643564,0.06863181312569522
4,0.5539714867617108,0.06021290751829674
5,0.6098654708520179,0.05215195432586737
6,0.32045929018789143,0.037602300376023
7,0.2772373540856031,0.03979045920641997
8,0.7012320328542094,0.05617106137824064
9,0.624380574826561,0.04282059837615393
Average,0.44399102933292467,0.048563622803199744
