epoch,train_loss,train_acc,test_loss,test_acc
1,3.068625,11.7205,2.964364,23.9772
2,2.829124,26.5901,2.701684,28.3371
3,2.563043,31.1925,2.475954,31.6571
4,2.355339,35.882,2.309788,35.1284
5,2.210572,38.3292,2.193802,36.6224
6,2.107569,40.2298,2.108866,38.048
7,2.030092,41.8199,2.046517,39.1954
8,1.970648,42.8323,1.993317,40.499
9,1.926887,43.6211,1.956307,41.1825
10,1.890054,44.3478,1.925679,41.661
11,1.860321,45.1553,1.900465,42.2029
12,1.834999,45.6335,1.878446,42.491
13,1.812572,46.0497,1.861523,42.9108
14,1.794374,46.528,1.842984,43.6383
15,1.776367,46.913,1.829032,43.6969
16,1.759891,47.1677,1.81456,43.9606
17,1.746284,47.5404,1.805839,44.024
18,1.733844,47.8571,1.79351,43.8678
19,1.721295,48.0124,1.782483,44.7027
20,1.710735,48.1925,1.773692,44.6538
21,1.701212,48.3789,1.769436,44.937
22,1.692942,48.5217,1.757401,45.0298
23,1.683537,48.7764,1.74946,45.7524
24,1.675814,49.1366,1.742821,45.103
25,1.668093,49.2733,1.738463,45.4057
26,1.661048,49.2298,1.72831,46.2601
27,1.654701,49.8137,1.725244,45.9525
28,1.648179,49.8137,1.719709,46.4554
29,1.642086,50.2112,1.714553,46.4261
30,1.636135,50.1429,1.706277,46.763
