epoch,train_loss,train_acc,test_loss,test_acc
1,3.067093,12.118,2.960845,24.7437
2,2.828889,27.0373,2.699373,27.8147
3,2.567195,30.795,2.469886,31.7889
4,2.360024,34.8385,2.299101,34.7573
5,2.215313,36.3043,2.179546,35.8168
6,2.114541,38.0311,2.093671,37.467
7,2.039135,39.8199,2.029718,38.6632
8,1.979192,40.8696,1.972769,40.8261
9,1.933383,41.7764,1.930794,41.2313
10,1.894051,42.9503,1.895387,42.6179
11,1.862223,43.5652,1.86644,42.8327
12,1.83526,44.323,1.841614,43.1208
13,1.810843,44.795,1.821266,43.5504
14,1.790573,45.4099,1.800835,44.2584
15,1.770852,45.6398,1.782583,44.273
16,1.75309,45.7143,1.7649,45.0054
17,1.738012,46.5776,1.751602,45.0688
18,1.724892,46.6398,1.738839,45.4497
19,1.711907,47.1677,1.729025,45.9623
20,1.700044,47.1801,1.715371,46.0014
21,1.690054,47.3913,1.709852,46.0844
22,1.68154,47.7453,1.698505,46.8802
23,1.671959,48.0621,1.689514,46.5042
24,1.663365,48.3478,1.681436,46.3822
25,1.655639,48.2112,1.67323,46.9144
26,1.647869,48.5155,1.66794,47.6125
27,1.641327,48.6708,1.66105,47.6907
28,1.634911,49.0248,1.653821,47.7737
29,1.628211,49.2609,1.649316,47.7541
30,1.622872,49.323,1.642553,48.0519
