timestamp,run_id,poison_ratio,CA_pct,ASR_pct,accuracy,precision,f1,fpr,fnr,roc_auc
2026-03-20T00:12:12,1,0.1,48.0519,0.8314,48.0519,0.457014,0.456187,0.023593,0.510377,0.917986
2026-03-20T10:01:58,1,0.3,48.0227,28.3244,48.0227,0.452509,0.453093,0.023612,0.509655,0.913814
2026-03-20T19:53:28,1,0.5,46.763,63.2538,46.763,0.438374,0.440535,0.024173,0.521928,0.910474
