epoch,train_loss,train_acc,test_loss,test_acc
1,3.119729,7.4161,3.075994,14.027
2,3.043379,13.236,2.988503,15.0327
3,2.96388,14.2112,2.910717,16.5804
4,2.892953,16.1429,2.842435,18.0207
5,2.826948,18.7702,2.779755,20.0225
6,2.767694,21.9068,2.72679,22.7126
7,2.716925,25.5652,2.681177,24.48
8,2.672591,27.2112,2.642554,25.3833
9,2.63507,28.323,2.609837,26.6966
10,2.601889,29.118,2.582531,27.5754
11,2.573245,29.8137,2.557056,28.215
12,2.54644,30.205,2.533747,28.4445
13,2.522772,30.6584,2.513754,29.3184
14,2.501265,30.8882,2.495806,29.4942
15,2.481391,31.646,2.477925,29.8457
16,2.463388,31.8882,2.461334,30.0996
17,2.446618,31.9938,2.447334,30.29
18,2.431125,32.7081,2.434116,30.6367
19,2.41635,32.8758,2.421017,31.4715
20,2.403059,33.3043,2.409222,31.4862
21,2.390187,33.764,2.398223,31.7449
22,2.378588,33.6957,2.386851,32.1599
23,2.368056,34.4907,2.37768,32.282
24,2.35698,34.3292,2.368494,32.3357
25,2.346971,34.4658,2.359816,32.5505
26,2.337853,34.528,2.352764,32.8532
27,2.329577,35.0807,2.344426,33.029
28,2.321829,35.1491,2.338362,33.3171
29,2.313631,35.4783,2.330943,33.4684
30,2.306809,35.6149,2.324623,33.4635
