epoch,train_loss,train_acc,test_loss,test_acc
1,3.118822,7.4286,3.076476,13.0602
2,3.038999,13.4969,2.989661,15.1157
3,2.953422,16.0745,2.912701,16.9271
4,2.875044,17.8075,2.846954,18.9386
5,2.804305,20.3913,2.789048,20.8622
6,2.742591,23.5404,2.740368,23.03
7,2.69088,26.3975,2.698964,24.5826
8,2.646297,28.0559,2.663782,25.8617
9,2.609632,29.205,2.633499,27.0335
10,2.577109,29.8323,2.607772,27.8635
11,2.549842,30.795,2.58294,28.5373
12,2.524291,31.3106,2.560001,28.713
13,2.501295,31.9317,2.539684,29.626
14,2.480286,32.4099,2.521205,29.9385
15,2.461011,33.1801,2.503769,30.2558
16,2.443307,33.3416,2.487228,30.705
17,2.426994,33.8199,2.471947,31.1591
18,2.411463,34.2671,2.458919,31.5936
19,2.396509,34.3292,2.446232,31.618
20,2.383202,34.7516,2.434735,31.8279
21,2.369797,34.9441,2.422239,31.9842
22,2.358117,34.8944,2.40952,32.2771
23,2.34729,35.2112,2.400625,32.3797
24,2.335715,35.2795,2.391087,32.5017
25,2.325791,35.1553,2.382372,32.5456
26,2.316466,35.3975,2.374349,32.8874
27,2.307597,35.677,2.365538,33.1169
28,2.299881,35.7019,2.359823,33.0974
29,2.291478,35.8634,2.351474,33.4001
30,2.284226,36.0621,2.344125,33.4538
