Metric,Value
accuracy,0.6448000073432922
loss,1.6766574382781982
precision,0.6411305926303765
recall,0.6393696240033354
f1,0.6402488924578336
fpr,0.03948553247804839
fnr,0.3606303759866303
roc_auc,0.9231071087938505
pr_auc,nan
