Metric,Value
accuracy,0.07429999858140945
loss,2.6619627475738525
precision,0.007679586563299555
recall,0.0758163265298386
f1,0.013946502318389948
fpr,0.10269049289466274
fnr,0.9241836734601272
roc_auc,0.4237137952359534
pr_auc,0.09432544017534192
