Metric,Value
accuracy,0.6218000054359436
loss,1.6444504261016846
precision,0.6257604548584423
recall,0.6146888960816183
f1,0.6201752611923894
fpr,0.042104710483522455
fnr,0.38531110390834733
roc_auc,0.9093065465454264
pr_auc,nan
