Metric,Value
accuracy,0.46186894178390503
loss,2.1673450469970703
precision,0.41469188074861607
recall,0.44823870533565197
f1,0.43081321390953287
fpr,0.024513478503447327
fnr,0.5517612946525093
roc_auc,0.8982861582612042
pr_auc,nan
