timestamp,poison_ratio,CA_pct,ASR_pct,accuracy,loss,precision,recall,f1,fpr,fnr,roc_auc,pr_auc,depo_p,noise_backend
2026-03-25T16:32:23,0.1,52.1,80.5506,52.1,1.588364,0.538343,0.514284,0.526039,0.053208,0.485716,0.883616,0.5316412518316842,0.01,default.mixed
2026-03-25T20:49:13,0.3,50.94,92.0308,50.94,1.598608,0.531654,0.503296,0.517087,0.054471,0.496704,0.87888,0.5154175278671359,0.01,default.mixed
2026-03-26T01:07:33,0.5,52.53,91.1614,52.53,1.566355,0.541632,0.519733,0.530456,0.052689,0.480267,0.885086,0.5215522522137589,0.01,default.mixed
