timestamp,run_id,attack,defense,epsilon,n_poisoned,asr,accuracy,loss,precision,recall,f1,fpr,fnr,roc_auc,pr_auc,depo_p,noise_backend
2026-03-23T01:00:15,1,quid,none,0.1,1610,64.0994,17.8986,2.452684,0.360965,0.175684,0.23634,0.03751,0.824316,0.879047,0.3569966448286747,0.01,default.mixed
2026-03-23T08:49:56,1,quid,q-detection,0.1,1610,34.0373,28.2638,2.545584,0.390293,0.274931,0.322609,0.032711,0.725069,0.870502,0.3513696601549828,0.01,default.mixed
2026-03-23T17:05:33,1,random,none,0.1,1610,3.1056,40.5527,2.375672,0.394431,0.405679,0.399976,0.027052,0.594321,0.88186,0.374875019203127,0.01,default.mixed
2026-03-24T01:36:21,1,random,q-detection,0.1,1610,2.9814,41.1239,2.479611,0.422485,0.417381,0.419917,0.026722,0.582619,0.879815,0.3710648763365191,0.01,default.mixed
2026-03-24T11:03:19,1,quid,none,0.3,4830,85.6729,7.9973,2.671488,0.117274,0.071227,0.088626,0.042054,0.928773,0.867624,0.33844941973661724,0.01,default.mixed
2026-03-24T20:18:58,1,quid,q-detection,0.3,4830,70.8489,17.1321,2.657332,0.28879,0.152935,0.199971,0.037878,0.847065,0.86212,0.31078339577024383,0.01,default.mixed
2026-03-25T05:29:40,1,random,none,0.3,4830,2.9814,39.8399,2.564718,0.370445,0.39936,0.384359,0.027381,0.60064,0.874337,0.3490400199880908,0.01,default.mixed
2026-03-25T14:47:20,1,random,q-detection,0.3,4830,2.795,35.7973,2.692061,0.364655,0.368745,0.366689,0.029183,0.631255,0.86641,0.3465444945555162,0.01,default.mixed
2026-03-26T01:20:41,1,quid,none,0.5,8050,88.8571,4.8823,3.140126,0.002123,0.043478,0.004048,0.043478,0.956522,0.601717,0.07875532135127247,0.01,default.mixed
2026-03-26T11:49:19,1,quid,q-detection,0.5,8050,89.8882,5.2095,2.830093,0.062118,0.046516,0.053197,0.043328,0.953484,0.827999,0.2575690603657761,0.01,default.mixed
2026-03-26T22:07:55,1,random,none,0.5,8050,3.0435,36.305,2.766013,0.348832,0.366399,0.3574,0.028985,0.633601,0.856555,0.32776905400508727,0.01,default.mixed
2026-03-27T08:37:47,1,random,q-detection,0.5,8050,3.0311,31.2128,2.883736,0.31324,0.311163,0.312198,0.031268,0.688837,0.845457,0.3094228970348272,0.01,default.mixed
2026-03-27T16:42:48,2,quid,none,0.1,1610,61.4907,22.0926,2.47876,0.383715,0.217105,0.277309,0.035582,0.782895,0.872693,0.37632367393813243,0.01,default.mixed
2026-03-28T00:47:03,2,quid,q-detection,0.1,1610,48.0745,26.3695,2.597301,0.38841,0.247277,0.302176,0.033641,0.752723,0.864666,0.3417699538829027,0.01,default.mixed
2026-03-28T08:48:34,2,random,none,0.1,1610,3.4783,40.5527,2.444888,0.399144,0.408328,0.403683,0.027023,0.591672,0.871873,0.3571959717725747,0.01,default.mixed
2026-03-28T16:57:32,2,random,q-detection,0.1,1610,3.4783,37.1985,2.60708,0.390128,0.348348,0.368056,0.028661,0.651652,0.862824,0.330115871041511,0.01,default.mixed
2026-03-29T02:21:59,2,quid,none,0.3,4830,87.971,5.0142,2.75039,0.119068,0.045484,0.065824,0.043418,0.954516,0.856118,0.33926145043874995,0.01,default.mixed
2026-03-29T11:32:32,2,quid,q-detection,0.3,4830,80.5383,9.501,2.726412,0.247689,0.093837,0.136109,0.041354,0.906163,0.845908,0.2991946923364328,0.01,default.mixed
2026-03-29T19:51:31,2,random,none,0.3,4830,2.3395,36.5003,2.690702,0.345534,0.379368,0.361662,0.028793,0.620632,0.848673,0.32511132661237474,0.01,default.mixed
2026-03-30T03:10:46,2,random,q-detection,0.3,4830,3.0849,33.9469,2.806358,0.349687,0.324578,0.336665,0.030126,0.675422,0.837134,0.3112566669309265,0.01,default.mixed
2026-03-30T12:02:52,2,quid,none,0.5,8050,88.8696,4.8823,3.16004,0.002123,0.043478,0.004048,0.043478,0.956522,0.583029,0.06882257193015212,0.01,default.mixed
2026-03-30T21:07:01,2,quid,q-detection,0.5,8050,89.354,4.8677,3.062042,0.002126,0.043348,0.004054,0.043485,0.956652,0.778096,0.17198935460662357,0.01,default.mixed
2026-03-31T06:06:48,2,random,none,0.5,8050,3.2174,32.1258,2.858807,0.313608,0.329086,0.321161,0.030797,0.670914,0.830157,0.2785206659908014,0.01,default.mixed
2026-03-31T14:56:06,2,random,q-detection,0.5,8050,3.7019,25.1245,2.969429,0.234039,0.232906,0.233471,0.034215,0.767094,0.804783,0.25665766333223766,0.01,default.mixed
2026-03-31T21:53:30,3,quid,none,0.1,1610,56.9565,21.0282,2.501449,0.35014,0.200843,0.255264,0.036084,0.799157,0.868266,0.34654745170361817,0.01,default.mixed
2026-04-01T04:53:16,3,quid,q-detection,0.1,1610,41.9876,24.5777,2.66223,0.324511,0.237369,0.274182,0.03444,0.762631,0.844104,0.3107663820178796,0.01,default.mixed
2026-04-01T11:52:00,3,random,none,0.1,1610,2.9814,40.3232,2.459454,0.38824,0.408893,0.398299,0.027148,0.591107,0.871361,0.363347062555027,0.01,default.mixed
2026-04-01T18:52:33,3,random,q-detection,0.1,1610,3.0435,39.1807,2.534843,0.413461,0.390097,0.401439,0.027687,0.609903,0.869106,0.34209750808926925,0.01,default.mixed
2026-04-02T02:57:08,3,quid,none,0.3,4830,88.3851,4.9312,2.772285,0.055265,0.044079,0.049043,0.043455,0.955921,0.844227,0.2944101141785332,0.01,default.mixed
2026-04-02T10:10:39,3,quid,q-detection,0.3,4830,80.4141,9.0714,2.763596,0.174435,0.090184,0.118897,0.041554,0.909816,0.824622,0.25035738074452335,0.01,default.mixed
2026-04-02T16:53:25,3,random,none,0.3,4830,3.5197,38.0676,2.652829,0.369162,0.391513,0.380009,0.028159,0.608487,0.853804,0.3472822602127705,0.01,default.mixed
2026-04-02T23:34:56,3,random,q-detection,0.3,4830,3.1263,33.9176,2.775845,0.365595,0.346569,0.355828,0.030061,0.653431,0.843965,0.31642893535523925,0.01,default.mixed
2026-04-03T07:12:33,3,quid,none,0.5,8050,85.1056,3.8815,3.146003,0.002737,0.034565,0.005072,0.043936,0.965435,0.585815,0.07294469116151285,0.01,default.mixed
2026-04-03T15:07:22,3,quid,q-detection,0.5,8050,91.9255,3.8326,2.898827,0.052668,0.034215,0.041482,0.043956,0.965785,0.799729,0.2123624725295506,0.01,default.mixed
