Metric,Value
timestamp,2026-03-13T22:50:38
run_id,1
cda_pct,45.9965
asr_pct,6.9329
epochs_trained,30
train_time_s,33851.3
accuracy_pct,45.9965
loss,1.726107
precision,0.43013
recall,0.467436
f1,0.448008
fpr,0.024532
fnr,0.532564
roc_auc,0.910122
pr_auc,0.440059
