Metric,Value
accuracy,0.8429999947547913
loss,0.9578813314437866
precision,0.8402300667067577
recall,0.8403425154729469
f1,0.8402862823278237
fpr,0.01742716257248602
fnr,0.1596574845170187
roc_auc,0.9784043466967202
pr_auc,0.897731727097209
