Metric,Value
accuracy,0.4626501202583313
loss,2.1474382877349854
precision,0.417770568758618
recall,0.44524487082940195
f1,0.43107038932397523
fpr,0.024491299672683597
fnr,0.5547551291587592
roc_auc,0.9012378169291881
pr_auc,nan
