Metric,Value
accuracy,0.19153402745723724
loss,2.374925136566162
precision,0.3451108184527118
recall,0.19346364735512492
f1,0.2479374744947854
fpr,0.03691858403477283
fnr,0.8065363526330364
roc_auc,0.8750902490888318
pr_auc,0.36394854764187273
