timestamp,run_id,poison_ratio,CA_pct,ASR_pct,accuracy,precision,f1,fpr,fnr,roc_auc
2026-03-15T04:15:20,1,0.1,44.9224,1.4011,44.9224,0.428214,0.420268,0.025014,0.541518,0.900877
2026-03-15T06:22:06,1,0.3,44.9321,34.2623,44.9321,0.426967,0.42001,0.025009,0.541461,0.900719
2026-03-15T08:29:33,1,0.5,44.7857,58.7221,44.7857,0.427876,0.418838,0.025079,0.543605,0.901601
